,A,I,P,T,U,dates,Total,E
130,0.18760090410074262,0.05230868582499193,0.5686147885050048,0.15305134000645787,0.038424281562802705,2005Q1,30.970000000000002,0.7216661285114627
131,0.19159335288367546,0.04626914304333659,0.5653307266210492,0.15705441511893126,0.03975236233300749,2005Q2,30.69,0.7223851417399805
132,0.17522966995576728,0.04389248043552229,0.5777475331745492,0.1640013610071453,0.039128955427015985,2005Q3,29.39,0.7417488941816944
133,0.17901029558286283,0.048156758551976084,0.57588840916639,0.16074393889073396,0.0362005978080372,2005Q4,30.11,0.7366323480571239
134,0.18317460317460313,0.04507936507936507,0.5688888888888889,0.16507936507936508,0.03777777777777777,2006Q1,31.500000000000004,0.7339682539682539
135,0.18208955223880596,0.0426865671641791,0.5740298507462687,0.16686567164179103,0.034328358208955224,2006Q2,33.5,0.7408955223880597
136,0.18162776780371034,0.04518252543387193,0.5706163973668462,0.16457211250748055,0.03800119688809096,2006Q3,33.42,0.7351885098743267
137,0.17864300028628682,0.04523332379043801,0.5740051531634697,0.16547380475236184,0.036644718007443455,2006Q4,34.93000000000001,0.7394789579158316
138,0.18254847645429362,0.04293628808864266,0.5609418282548476,0.1739612188365651,0.03961218836565097,2007Q1,36.1,0.7349030470914127
139,0.18478857770455795,0.04640307523338824,0.5587589236683141,0.17078528281164193,0.03926414058209775,2007Q2,36.42,0.729544206479956
140,0.1842546063651591,0.04606365159128978,0.5664433277498604,0.16638749302065886,0.03685092127303183,2007Q3,35.82,0.7328308207705193
141,0.18322109988776655,0.046857463524130186,0.5608866442199775,0.16835016835016836,0.040684624017957347,2007Q4,35.64,0.7292368125701458
142,0.18141097424412095,0.04563269876819709,0.5646696528555432,0.1612541993281075,0.04703247480403135,2008Q1,35.72,0.7259238521836506
143,0.18346830494275343,0.03853672158614912,0.5682770175928512,0.15302987992180955,0.05668807595643674,2008Q2,35.81,0.7213068975146607
144,0.18189438390611903,0.04610226320201173,0.5702710254260966,0.13690975132718639,0.06482257613858619,2008Q3,35.79,0.7071807767532832
145,0.17149958574979288,0.04418668876001105,0.5689036177851422,0.12620822977078155,0.0892018779342723,2008Q4,36.21,0.6951118475559238
146,0.16634214186369958,0.041168289290681497,0.564394993045897,0.11237830319888734,0.11571627260083449,2009Q1,35.95,0.6767732962447843
147,0.16106097894449,0.04621274268526114,0.5594749794913864,0.1208640962537599,0.11238720262510254,2009Q2,36.57,0.6803390757451464
148,0.161198656677861,0.05295789201756652,0.5554120382330147,0.12348230431413072,0.10694910875742701,2009Q3,38.71,0.6788943425471454
149,0.1532958610117527,0.04803270311701584,0.554164537557486,0.12365866121614716,0.12084823709759837,2009Q4,39.14,0.6778231987736332
150,0.15351542741527568,0.0490642387455741,0.5477996965098635,0.1201315123925139,0.1294891249367729,2010Q1,39.54,0.6679312089023773
151,0.15068140910259709,0.04551298534327591,0.5438416045255849,0.1262535356132682,0.13371046541527384,2010Q2,38.89,0.6700951401388532
152,0.14617593317671623,0.04437483685721743,0.5505090054815974,0.12868702688593056,0.13025319759853823,2010Q3,38.31,0.679196032367528
153,0.15002613695765815,0.046523784631468904,0.545739675901725,0.12336644014636697,0.13434396236278098,2010Q4,38.26,0.669106116048092
154,0.13942798774259446,0.04519918283963227,0.5467313585291113,0.12078651685393259,0.1478549540347293,2011Q1,39.160000000000004,0.6675178753830439
155,0.13568627450980394,0.04627450980392157,0.5555555555555556,0.13071895424836602,0.13176470588235295,2011Q2,38.25,0.6862745098039216
156,0.1337287678619574,0.0412510110541925,0.5462388784038824,0.14073874359665675,0.13804259908331085,2011Q3,37.09,0.6869776220005391
157,0.13346336026748398,0.0470883254388409,0.540261911395932,0.12789077737531346,0.15129562552242964,2011Q4,35.89,0.6681526887712455
158,0.13727647867950485,0.05226960110041266,0.5218707015130675,0.11746905089408528,0.17111416781292987,2012Q1,36.349999999999994,0.6393397524071527
159,0.14460172078823202,0.0446849847349431,0.5148487371634749,0.1235081876214266,0.1723563696919234,2012Q2,36.03,0.6383569247849015
160,0.14600629831090753,0.04322931577440595,0.5241912396221013,0.12510735757228744,0.16146578872029774,2012Q3,34.93,0.6492985971943888
161,0.1461430575035063,0.05021037868162693,0.5102384291725106,0.11837307152875175,0.1750350631136045,2012Q4,35.65,0.6286115007012623
162,0.1405099150141643,0.05042492917847025,0.510198300283286,0.11643059490084985,0.18243626062322946,2013Q1,35.300000000000004,0.6266288951841359
163,0.14957507082152977,0.05269121813031162,0.49830028328611903,0.1257790368271955,0.1736543909348442,2013Q2,35.3,0.6240793201133146
164,0.14745383324006714,0.0514829322887521,0.4944040290990487,0.12451035254616676,0.1821488528259653,2013Q3,35.74,0.6189143816452154
165,0.14726027397260272,0.050228310502283095,0.5085616438356163,0.12328767123287669,0.17066210045662097,2013Q4,35.040000000000006,0.6318493150684931
166,0.14672686230248305,0.05671557562076748,0.5056433408577878,0.11822799097065462,0.17268623024830698,2014Q1,35.440000000000005,0.6238713318284425
167,0.14808412561221548,0.05070584845865744,0.5059060789397868,0.13396715643906656,0.1613367905502737,2014Q2,34.71,0.6398732353788533
168,0.15548329884717707,0.05172923440733077,0.49630505468519065,0.13774756133609223,0.1587348507242093,2014Q3,33.83,0.6340526160212829
169,0.15321601941747573,0.04429611650485437,0.49453883495145634,0.14472087378640774,0.1632281553398058,2014Q4,32.96,0.6392597087378641
170,0.15462339252908758,0.053582363747703615,0.4932639314145744,0.14758113900796083,0.15094917330067362,2015Q1,32.66,0.6408450704225352
171,0.1582356570018507,0.04441702652683528,0.4950647748303516,0.1585441085749537,0.14373843306600864,2015Q2,32.42,0.6536088834053053
172,0.15605095541401273,0.04808917197452228,0.5022292993630573,0.16656050955414012,0.1270700636942675,2015Q3,31.400000000000006,0.6687898089171973
173,0.15387096774193548,0.049677419354838714,0.5106451612903227,0.16354838709677422,0.12225806451612904,2015Q4,30.999999999999996,0.6741935483870968
174,0.1470493389229281,0.05224121251209288,0.508545630441793,0.1618832634633989,0.13028055465978716,2016Q1,31.009999999999998,0.6704288939051919
175,0.14030443414956983,0.048312375909993384,0.5258107213765718,0.1743878226340172,0.11118464592984778,2016Q2,30.22,0.700198544010589
176,0.14499004644990046,0.04678168546781685,0.5285335102853351,0.1735235567352356,0.10617120106171202,2016Q3,30.14,0.7020570670205707
177,0.145,0.05566666666666666,0.5333333333333333,0.1673333333333333,0.09866666666666667,2016Q4,30.0,0.7006666666666667
178,0.14729950900163663,0.051718494271685754,0.5306055646481178,0.16170212765957445,0.10867430441898525,2017Q1,30.550000000000004,0.6923076923076923
179,0.15046296296296294,0.047949735449735444,0.5413359788359788,0.16137566137566137,0.09887566137566138,2017Q2,30.240000000000002,0.7027116402116401
180,0.1510695187165775,0.050467914438502674,0.543783422459893,0.16477272727272727,0.08990641711229946,2017Q3,29.92,0.7085561497326203
181,0.14960106382978725,0.050531914893617025,0.5448803191489362,0.16057180851063832,0.09441489361702128,2017Q4,30.08,0.7054521276595744
182,0.1458060288335518,0.05078636959370905,0.5484927916120577,0.1569462647444299,0.09796854521625166,2018Q1,30.519999999999996,0.7054390563564875
183,0.1496598639455782,0.047295108519598304,0.5494007126660188,0.16942014901198574,0.08422416585681891,2018Q2,30.870000000000005,0.7188208616780045
184,0.14498730964467008,0.04727157360406092,0.5571065989847716,0.1729060913705584,0.0777284263959391,2018Q3,31.519999999999996,0.73001269035533
185,0.14138576779026218,0.05274656679151061,0.5580524344569289,0.17134831460674158,0.07646691635455681,2018Q4,32.04,0.7294007490636704
186,0.14805675508945093,0.049352251696483655,0.5595311536088834,0.1637877853177051,0.07927205428747686,2019Q1,32.42,0.7233189389265885
187,0.14021079527307567,0.04535292238901309,0.5752155860747366,0.16448419035451933,0.07473650590865537,2019Q2,31.310000000000002,0.7396997764292559
