,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
,women,men,women,men,women,men,women,men,women,men,women,men
0,318311,354937,309629,367403,299012,340119,273229,312426,285554,292113,384033,363111
1,263219,357706,344769,360101,319828,424849,317955,378347,336100,336266,288472,301659
2,279903,294611,246734,309014,298785,323068,308442,343878,292648,339882,325136,334771
3,325665,274979,268775,226494,240083,214857,210071,213744,243417,228373,241393,252186
4,419296,359935,337204,278026,289285,238240,207305,208365,182875,164125,154106,165194
5,486111,422196,451827,401381,405113,334203,313351,282495,293412,220440,224349,165462
6,329273,320924,358107,314377,360532,269279,368831,251703,219043,215520,187866,170849
7,223567,210792,219644,237219,215500,197746,243299,226225,216204,220315,183460,192736
8,136893,135335,133287,129875,132062,114649,109102,110394,125242,154504,125099,121760
9,59375,69742,66905,90716,56218,74197,48277,67958,58216,85759,49967,74798
10,18516,32274,21329,35541,13575,48530,32389,45122,32039,30863,32372,34521
11,1857,5185,5466,11069,5485,6011,3472,7754,4301,12897,9283,13911
12,0,952,140,529,3021,1856,166,728,245,486,0,304
13,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0
